shoulder_flexion_r,shoulder_abduction_r,shoulder_rotation_r,elbow_flexion_r
46.40625000000001,-1.7333333333333283,-30.61258741258741,21.70171226385291
53.51562500000001,-11.955555555555549,-28.987972027972024,32.23017628103873
61.640625000000014,-6.622222222222217,-31.941818181818174,24.96916661401403
49.453125000000014,-5.288888888888885,-34.15720279720279,30.41492386428256
